<header>
Scalar FrameCount;Scalar Id;Qw;Qx;Qy;Qz;X;Y;Z;;Distance;;Indicateur;Indicateur/Distance;Indicateur corrigé;
;;;;;;;;;;;;;;;
</header>
1;0;0.05457175;-0.74202269;-0.66804534;-0.01181895;0.0467941;-0.09169294;-0.05685245;;0.117598827;;0.00056;0.004761952;1.077150235
2;0;0.05459505;-0.74199849;-0.66806948;-0.01186848;0.0467982;-0.09168754;-0.056858;;0.117598931;;0.00056;0.004761948;1.077150982
3;0;0.05458021;-0.74200583;-0.66806275;-0.01185411;0.04679797;-0.09168754;-0.05685768;;0.117598685;;0.00055;0.004676923;1.057914408
4;0;0.05463475;-0.74200815;-0.66805536;-0.01187402;0.04679636;-0.09168477;-0.05686359;;0.117598742;;0.00055;0.004676921;1.05791481
5;0;0.05458546;-0.74199623;-0.6680727;-0.01186919;0.04679991;-0.09168927;-0.05685696;;0.117600458;;0.00055;0.004676853;1.057926915
6;0;0.05466586;-0.74199557;-0.66806698;-0.01186007;0.04679643;-0.09168592;-0.0568648;;0.117600252;;0.00055;0.004676861;1.057925461
7;0;0.05464107;-0.74200261;-0.66806132;-0.01185626;0.04679463;-0.0916886;-0.05686122;;0.117599894;;0.00055;0.004676875;1.057922936
8;0;0.05457985;-0.74200606;-0.66806304;-0.01182729;0.04679571;-0.09169076;-0.05685605;;0.117599508;;0.00056;0.004761925;1.077155126
9;0;0.05465227;-0.74197179;-0.66809428;-0.01187462;0.04679877;-0.09168531;-0.05686185;;0.117599281;;0.00055;0.004676899;1.057918612
10;0;0.05455726;-0.74201995;-0.6680494;-0.01182806;0.0467957;-0.09169139;-0.05685407;;0.117599038;;0.00055;0.004676909;1.057916898
11;0;0.05463308;-0.7419849;-0.66808081;-0.01190209;0.04680058;-0.09168472;-0.05686346;;0.11760032;;0.00055;0.004676858;1.057925941
12;0;0.0546748;-0.7420032;-0.66805798;-0.01184952;0.0467938;-0.09168756;-0.05686334;;0.117599778;;0.00055;0.00467688;1.057922118
13;0;0.05460805;-0.74202412;-0.66804063;-0.0118295;0.04679389;-0.09169081;-0.05685811;;0.117599819;;0.00055;0.004676878;1.057922407
14;0;0.05464703;-0.7419948;-0.6680699;-0.0118348;0.04679706;-0.09168687;-0.05686179;;0.117599788;;0.00056;0.004761913;1.077157137
15;0;0.05465394;-0.74198049;-0.66808456;-0.01186621;0.04679886;-0.09168373;-0.05686393;;0.117599091;;0.00055;0.004676907;1.057917272
16;0;0.05458164;-0.74200374;-0.66806543;-0.01182693;0.04679846;-0.09168895;-0.05685504;;0.117598703;;0.00056;0.004761957;1.077149344
17;0;0.05462676;-0.74198139;-0.66808575;-0.01187408;0.04680147;-0.09168562;-0.05686057;;0.117599978;;0.00055;0.004676872;1.057923529
18;0;0.05466795;-0.74199975;-0.66806239;-0.01184946;0.04679458;-0.09168679;-0.05686372;;0.117599672;;0.00055;0.004676884;1.05792137
19;0;0.05465394;-0.74199587;-0.66806763;-0.01186353;0.0467966;-0.09168741;-0.05686292;;0.117600572;;0.00055;0.004676848;1.057927719
